"Site ID","Site Name",Province,Munciple,Locality,"Latitude ","Longitude ","Site Code",Vendor,"Responsible Area",Priority,"Priority Comment","Element Type",Model,MSC,MGW,BSC,RNC,Phase,"Service Date",Stage,"Sub Stage","Start Date",End_Date,"Created Date"
319,"Calumbo Batop",Luanda,Viana,Calumbo,-9.13187,13.42516,VA056,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:12"
320,"Calumbo estrada",Luanda,Viana,Calumbo,-9.100816,13.421417,VA329,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:12"
321,"Calumbo Vila",Luanda,Viana,Calumbo,-9.14837,13.41521,VA057,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:12"
324,"Camama Bairro Militar",Luanda,Viana,Viana,-8.89649,13.33244,VA059,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:12"
325,"Camama Cemiterio",Luanda,Belas,Camama,-8.90458,13.26235,BL060,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:12"
326,"Camama Chimbicato",Luanda,Belas,Camama,-8.92475,13.256056,BL061,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:28:12"
327,"Camama Este",Luanda,Belas,Camama,-8.893889,13.315,VA062,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
328,"Camama Njinga Mbandi",Luanda,Belas,Camama,-8.91561,13.2683,BL063,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
329,"Camama Norte",Luanda,Viana,Viana,-8.881388,13.30333,VA064,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
330,"Camama Oeste",Luanda,Belas,Camama,-8.906667,13.276111,VA065,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
331,"Camama Sul",Luanda,Viana,Viana,-8.934167,13.30472,VA066,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
332,"Camama Sul 1",Luanda,Viana,Viana,-8.951681,13.317597,VA067,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
333,"Camama Viana",Luanda,Viana,Viana,-8.93092,13.34466,VA068,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
334,"Camama ZI",Luanda,Viana,Viana,-8.908889,13.32167,VA069,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:26"
335,"Camama1 Progresso",Luanda,Belas,Camama,-8.938166,13.267388,BL070,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:27"
345,"Cana Cassala",Luanda,Viana,Viana,-8.86831,13.38487,VA332,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:27"
347,Candelabro,Luanda,Cacuaco,Cacuaco,-8.77898,13.431,CA071,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:28"
350,"Canhanga Benfica 2",Luanda,Belas,"Benfica e Mussulo",-8.99921,13.16765,BL072,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:28"
353,"Caop B",Luanda,Viana,Viana,-8.88603,13.39619,VA073,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:29"
357,"Capolo 1",Luanda,Luanda,Palanca,-8.859889,13.293194,CZ076,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:29"
360,"Casas Azuis",Luanda,Belas,Camama,-8.9446,13.29966,BL334,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:29"
362,Cassenda,Luanda,Luanda,Prenda,-8.845279,13.218887,LD077,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:30"
363,"Cassenda Multichoice ",Luanda,Luanda,Prenda,-8.84375,13.23273,LD078,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:30"
365,"Cassequel 2",Luanda,Luanda,Cassequel,-8.8654922,13.2326972,LD336,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:30"
371,"Catete Cidade",Luanda,"Icolo e Bengo",Catete,-9.107,13.68973,CB080,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:31"
378,Caxicane,Luanda,"Icolo e Bengo",Catete,-9.21968,13.7271,CB452,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:32"
379,Cazenga,Luanda,Cazenga,Cazenga,-8.81758,13.2969,CZ081,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:32"
380,"Cazenga Aviario",Luanda,Cazenga,Cazenga,-8.84322,13.3044,CZ082,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:32"
381,"Cazenga Balala",Luanda,Cazenga,Cazenga,-8.823306,13.289944,CZ083,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:32"
382,"Cazenga Centro",Luanda,Cazenga,Cazenga,-8.831389,13.295833,CZ084,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:32"
383,"Cazenga CFL",Luanda,Cazenga,Cazenga,-8.829583,13.274583,CZ463,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
384,"Cazenga Curtume",Luanda,Cazenga,Cazenga,-8.823056,13.302472,CZ085,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
385,"Cazenga Elisal",Luanda,Cazenga,Cazenga,-8.83515,13.28511,CZ086,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
386,"Cazenga Este",Luanda,Cazenga,Cazenga,-8.831667,13.323611,CZ087,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
387,"Cazenga Norte",Luanda,Cazenga,Cazenga,-8.796524,13.326972,CZ088,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
388,"Cazenga Patricio",Luanda,Cazenga,Cazenga,-8.818614,13.289657,CZ089,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
389,"Cazenga Sul",Luanda,Cazenga,Cazenga,-8.83138,13.30801,CZ090,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:33"
390,"Cazenga TCUL",Luanda,Cazenga,Cazenga,-8.84072,13.29364,CZ338,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:34"
391,Cazenga_U_1,Luanda,Cazenga,Cazenga,-8.789722,13.346389,CZ091,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:34"
393,"Cazombo Viana 2",Luanda,Viana,Viana,-8.93429,13.36785,VA339,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:34"
394,CCTA,Luanda,Belas,"Futungo de Belas",-8.91451,13.19509,BL092,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:34"
395,"Cemiterio 14",Luanda,Cacuaco,Kicolo,-8.799406,13.315334,CA340,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:34"
397,CENARTE,Luanda,Belas,CENARTE,-8.96115,13.2298,BL341,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:35"
398,"Centro Emissor",Luanda,Viana,Viana,-8.856646,13.322129,VA093,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:35"
399,Chevron,Luanda,Luanda,Maculusso,-8.817075,13.217917,LD094,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:35"
411,"Cidade Alta",Luanda,Luanda,Maianga,-8.817474,13.224906,LD095,ERICSSON,DO.NOC,,,,,,,,,,2020-03-03,,,2020-03-03,1970-01-01,"2020-03-04 00:30:36"
